id,answer,property_value,bleurt_score
Q13501808,"february 1, 2009",2009-02-01,0.8130151629447937
Q3182555,"october 31, 1919",1919-10-31,0.7577789425849915
Q13717403,canada,canada,0.7601901292800903
Q2373778,tafler,tafler,0.9554319977760315
Q6758083,"february 24, 1993",1993-02-24,0.7261998057365417
Q29349693,"november 16, 1994",1994-11-16,0.7943877577781677
Q928376,"california state University, northridge","california state University, northridge",0.9871287941932678
Q6308200,"january 1, 1953",1953-01-01,0.6857075095176697
Q5694792,accidental death resulting from a traffic collision,accidental death,0.40496277809143066
Q2578528,writer,writer,0.5618463158607483
Q3625640,actor,television actor,0.1935839205980301
Q5367393,childswickham,childswickham,0.980335533618927
Q455956,united state,united state,0.9919833540916443
Q1351772,west,west,0.6227368712425232
Q6490048,ottawa rough rider,ottawa rough rider,1.0090571641921997
Q5259210,ucla bruin men's basketball team,ucla bruin men's basketball,0.7795549631118774
Q24084467,actor,actor,0.5767977237701416
Q22808253,united state,united state,0.9919833540916443
Q3638982,woodlawn memorial cemetery,woodlawn memorial cemetery,0.9755545258522034
Q6777444,tarzana,tarzana,1.0185565948486328
Q449402,actor,film acting,0.08026450872421265
Q18684339,tehran,tehran,0.996030867099762
Q2603666,judo,judo,0.6537241339683533
Q7509062,new jersey,new jersey,0.8998202681541443
Q1189439,lando,lando,0.41536015272140503
Q4717962,weed,weed,0.9391265511512756
Q275835,actres,film actor,0.08464165776968002
Q730723,drum kit,drum kit,0.8909294009208679
Q7441095,united state,united state,0.9919833540916443
Q1376957,film actor,film actor,0.8629913330078125
Q242432,singer-songwriter,singer-songwriter,0.9226478934288025
Q4809088,karateka,karateka,0.9966568350791931
Q26702650,television actor,actor,0.2646454870700836
Q888671,"may 30, 1914",1914-05-30,0.8151422142982483
Q5542271,"Bakersfield, california",bakersfield,0.6464036107063293
Q20974044,"november 20, 1998",1998-11-20,0.773937463760376
Q3051439,actres and model,playboy playmate,0.051949113607406616
Q44445,united state,united state,0.9919833540916443
Q6773095,,record producer,0.0017577409744262695
Q237186,voice,voice,0.4867112636566162
Q4934962,dunn,dunn,0.9910473823547363
Q3783504,united state,united state,0.9919833540916443
Q119798,new jersey hall of fame award,new jersey hall of fame,0.5856010913848877
Q16557578,united state,united state,0.9919833540916443
Q237548,regina spektor,regina spektor,1.0162653923034668
Q3141660,"film producer, actor, model, screenwriter",film producer,0.44854098558425903
Q7324952,television actor,actor,0.2646454870700836
Q1604757,actor,stage actor,0.09086503833532333
Q1507169,stage actor,stage actor,0.8314184546470642
Q16733774,isuikwuato,isuikwuato,0.9997009634971619
Q5181404,russell,russell,0.8391883373260498
Q7979311,louisville,louisville,0.9376416802406311
Q313198,"july 13, 2006",2006-07-13,0.8311020731925964
Q3182718,reigate grammar school,reigate grammar school,0.9747354388237
Q6171536,film actor,film actor,0.8629913330078125
Q16104795,westhampton,westhampton,0.9536458849906921
Q6947528,louisiana,louisiana,0.9620966911315918
Q6808718,pembroke,pembroke,0.9602589011192322
Q19347164,"february 19, 2015",2015-02-19,0.8187331557273865
Q5703139,film actor,film actor,0.8629913330078125
Q22673981,fiorello H. laguardia high school,fiorello H. laguardia high school,0.991409957408905
Q7325707,actor and singer-songwriter,television actor,0.2700081765651703
Q16193270,university of kansa,university of kansa,0.9528074860572815
Q367549,"california state University, fresno","california state University, fresno",0.9963250756263733
Q7341014,jillian rose reed,jillian rose reed,0.9636064171791077
Q1252051,vassar college,vassar college,0.9833517074584961
Q7088075,film actor,film actor,0.8629913330078125
Q3236683,film actor,film actor,0.8629913330078125
Q536308,lo angele,lo angele,1.0596922636032104
Q5340412,actor,actor,0.5767977237701416
Q538409,bowie high school,bowie high school,0.9665999412536621
Q7815667,montclair state university,montclair state university,0.9456706643104553
Q3019152,actor,actor,0.5767977237701416
Q230626,stockport,stockport,0.9818610548973083
Q7225803,film actor,film actor,0.8629913330078125
Q3055604,dublin,dublin,0.9819253087043762
Q521262,"television actor, film director, producer",television actor,0.4691523313522339
Q6525425,jacksonville,jacksonville,0.9086403250694275
Q3817038,film actor,film actor,0.8629913330078125
Q3194742,baseball,baseball,0.7369817495346069
Q7383912,television actor,television actor,0.8891075253486633
Q28151261,united state,united state,0.9919833540916443
Q7026980,united state,united state,0.9919833540916443
Q6178791,"film producer, actor, screenwriter",film producer,0.46760404109954834
Q18576284,"december 10, 1814",1814-12-10,0.8778852820396423
Q3516317,"march 30, 1957",1957-03-30,0.8018024563789368
Q2448340,"february 27, 1903",1903-02-27,0.7773553729057312
Q5296418,rheumatoid arthriti,rheumatoid arthriti,1.013330340385437
Q521242,rapper,rapper,0.6184548735618591
Q190386,screen actor guild award for outstanding performance by a cast in a motion picture,screen actor guild award for outstanding performance by a cast in a motion picture,0.9564523100852966
Q762566,professional wrestling,professional wrestling,0.9156412482261658
Q13560523,united state,united state,0.9919833540916443
Q5112769,television producer,television producer,0.9139021039009094
Q94992,star on the hollywood walk of fame,star on hollywood walk of fame,0.8250312805175781
Q23762246,"screenwriter, actor, film producer, film director",screenwriter,0.424138605594635
Q60841725,united kingdom,united kingdom,0.9348112344741821
Q5622119,screenwriter,screenwriter,0.8943785429000854
Q19794,"actor, producer, restaurateur",restaurateur,0.4214516878128052
Q224021,reed,reed,0.7262955904006958
Q24004622,stage actor,stage actor,0.8314184546470642
Q4530019,soviet union,soviet union,0.932049572467804
Q7405168,united state,united state,0.9919833540916443
Q7383212,"may 29, 1892",1892-05-29,0.7800753712654114
Q2916869,actor,actor,0.5767977237701416
Q1157865,actor,boxer,0.004108205437660217
Q5106297,playboy playmate of the month,playboy playmate of the month,0.9508307576179504
Q25485160,"october 15, 1979",1979-10-15,0.7413458228111267
Q4710347,lo angele,lo angele,1.0596922636032104
Q549101,bradley,bradley,0.9080797433853149
Q443328,actres,actor,0.15664337575435638
Q561142,"poet, actor, musician, autobiographer",autobiographer,0.5514994263648987
Q554533,television actor,television actor,0.8891075253486633
Q2980973,united state,united state,0.9919833540916443
Q19666388,actres,television actor,0.12972226738929749
Q1362028,melbourne,melbourne,0.906813383102417
Q361215,united state,united state,0.9919833540916443
Q18638545,"june 3, 1880",1880-06-03,0.7093018889427185
Q6500307,Q41490293,Q41490293,0.9651996493339539
Q6694778,television actor and model,actor,0.18448379635810852
Q19665220,"march 6, 1935",1935-03-06,0.79598468542099
Q6832523,pearl river,pearl river,0.9473470449447632
Q913284,film director,film director,0.893515944480896
Q4118305,"december 27, 1950",1950-12-27,0.7817330956459045
Q2929184,"january 19, 1996",1996-01-19,0.7518503069877625
Q7087413,television actor,actor,0.2646454870700836
Q23001837,the catholic university of america,the catholic university of america,0.9315255284309387
Q3416090,boston university college of art and science,boston university,0.40746694803237915
Q955048,dominic eddington,dominic eddington,0.9615189433097839
Q7683333,actres,model,0.015146240592002869
Q20390876,أمينة محمد خليل,أمينة محمد خليل,1.0279228687286377
Q3142953,voice,voice,0.4867112636566162
Q15265332,mazarópi,mazarópi,1.0249931812286377
Q6397559,skin cancer,skin cancer,0.8619568943977356
Q5591276,actres,film actor,0.08464165776968002
Q5249301,,ron howard,-0.009716004133224487
Q17505059,"january 4, 2004",2004-01-04,0.7339193224906921
Q3180107,singer,singer,0.7661882042884827
Q4712349,philippine,philippine,0.9133470058441162
Q253384,primetime emmy award for outstanding lead actres in a drama series,primetime emmy award for outstanding lead actres in a drama series,0.9634812474250793
Q6831189,hogan,hogan,0.9741714000701904
Q21209156,"august 3, 1869",1869-08-03,0.8663148283958435
Q22665451,"may 5, 1955",1955-05-05,0.7812371850013733
Q3148398,"july 21, 1962",1962-07-21,0.7693190574645996
Q559081,"Rockledge, florida",rockledge,0.5413421988487244
Q166456,university of pennsylvania,university of pennsylvania,0.9137316942214966
Q483203,mojo award,mojo award,1.0116714239120483
Q934999,television actor,television actor,0.8891075253486633
Q6408656,singer-songwriter and actor,actor,0.33136945962905884
Q80804,model,model,0.5310764312744141
Q16223273,canada,canada,0.7601901292800903
Q3108972,united state,united state,0.9919833540916443
Q7685083,united state,united state,0.9919833540916443
Q4727152,united kingdom,united kingdom,0.9348112344741821
Q27963384,homestead air reserve base,homestead air reserve base,0.9932390451431274
Q15256903,"november 13, 1928",1928-11-13,0.7593496441841125
Q5217576,university of lancaster,university of lancaster,0.9468180537223816
Q2386386,beverly hill,beverly hill,0.9619622826576233
Q6239029,scenography,scenography,0.8954423069953918
Q4303168,ballet dancer,ballet dancer,0.8985942006111145
Q3023394,seoul,seoul,1.0394179821014404
Q42889339,springfield,springfield,0.8663972020149231
Q6120141,united kingdom,united kingdom,0.9348112344741821
Q24872105,singer,singer,0.7661882042884827
Q29122309,sydney,sydney,0.9498118162155151
Q847124,maurice alan lamarche,maurice alan lamarche,0.9270959496498108
Q363684,actor,stage actor,0.09086503833532333
Q21285647,lo angele,lo angele,1.0596922636032104
Q11834007,"january 14, 1981",1981-01-14,0.7447211146354675
Q6768145,vancouver,vancouver,0.9561751484870911
Q5591202,van nuy,van nuy,0.9854817986488342
Q448579,"actor, model, beauty pageant contestant, film director",film director,0.34089595079421997
Q61473527,united kingdom,united kingdom,0.9348112344741821
Q527526,actor,film actor,0.13960686326026917
Q7301707,actres,film actor,0.08464165776968002
Q2939949,essex,essex,0.9965470433235168
Q3132879,actor,stunt performer,0.07022635638713837
Q5181121,lawyer,lawyer,0.6745656132698059
Q6558106,television actor,television actor,0.8891075253486633
Q2460289,bristol grammar school,bristol grammar school,0.9921538829803467
Q4898701,television actor,actor,0.2646454870700836
Q442897,australian,australian,0.7094563245773315
Q908941,St. Peter's preparatory school,St. Peter's preparatory school,0.9595322012901306
Q3026648,forest lawn memorial park,forest lawn memorial park,0.9327782988548279
Q5006389,television actor,television actor,0.8891075253486633
Q506953,actres,film actor,0.08464165776968002
Q6285108,eliza riddle field,eliza riddle field,0.9889625906944275
Q1277041,beverly hill,beverly hill,0.9619622826576233
Q3188040,film actor,actor,0.24699276685714722
Q235519,television production,television production,0.9401281476020813
Q283872,richard compton,richard compton,0.9865699410438538
Q4776228,kensington,kensington,0.9179988503456116
Q54833953,schnabel,schnabel,0.9334121346473694
Q2739967,glendale,glendale,0.9836880564689636
Q2121062,ethiopian orthodox tewahedo church,ethiopian orthodox tewahedo church,1.01065993309021
Q3564558,"front Royal, united state",front royal,0.4170534014701843
Q259703,john ritter,john ritter,0.942294180393219
Q7648119,united kingdom,united kingdom,0.9348112344741821
Q6153132,St. loui,St. loui,0.9680284857749939
Q3161437,silent film actor,silent film actor,0.9203603863716125
Q318263,michael scudamore redgrave,michael scudamore redgrave,0.995057225227356
Q360313,bellow,bellow,0.9736621975898743
Q5341860,royal academy of dramatic art,royal academy of dramatic art,0.9114124178886414
Q27842999,"september 1, 1985",1985-09-01,0.8066935539245605
Q7024998,film and television actor,actor,0.296451598405838
Q3229591,film actor,film actor,0.8629913330078125
Q5387920,lo angele,lo angele,1.0596922636032104
Q6786945,new york university tisch school of the art,new york university tisch school of the art,0.9417302012443542
Q374167,"Kisvárda, hungary",kisvárda,0.5534636378288269
Q3090461,"film director, actor, choreographer, dancer",film director,0.4491922855377197
Q6245328,new york city,new york city,0.9141663908958435
Q3139382,Gauthier-Frankel,Gauthier-Frankel,1.029914140701294
Q770841,united state,united state,0.9919833540916443
Q15137519,richmond,richmond,0.8868616223335266
Q230209,"july 26, 1993",1993-07-26,0.7859240174293518
Q1354894,screenwriter,screenwriter,0.8943785429000854
Q558602,television actor,actor,0.2646454870700836
Q6387899,jone,jone,0.9430463910102844
Q273403,actres,voiceover artiste,0.040855467319488525
Q3934616,sardonè,sardonè,1.0247145891189575
Q1811897,united state,united state,0.9919833540916443
Q15939216,lo angele,lo angele,1.0596922636032104
Q24289792,actor,actor,0.5767977237701416
Q3423495,film director,film director,0.893515944480896
Q17489584,darrow,darrow,0.8993930220603943
Q329193,collegiate school,collegiate school,0.9599564671516418
Q3328197,"july 24, 1889",1889-07-24,0.8037305474281311
Q139330,"april 6, 1975",1975-04-06,0.7903305888175964
Q22667285,"march 15, 1933",1933-03-15,0.8005453944206238
Q5086054,"january 1, 1976",1976-01-01,0.717528760433197
Q2184401,"june 3, 1974",1974-06-03,0.6899357438087463
Q5242732,united kingdom,united kingdom,0.9348112344741821
Q106001,chevalier,chevalier,0.7534633278846741
Q435236,"october 19, 1994",1994-10-19,0.7338551878929138
Q15072690,comedian and actor,improviser,0.06103193759918213
Q6198616,turner,turner,0.8912670612335205
Q24084309,united state,united state,0.9919833540916443
Q237669,screen actor guild award,screen actor guild award,0.9422330260276794
